lead_code,call_type,disposition,duration,start_time,transcript_json
LDSMFG_122155,BOT,NO_ANSWER,17,2025-01-20,{}
LDSMFG_167207,BOT,NO_ANSWER,210,2025-01-16,{}
LDSMFG_174887,BOT,NO_ANSWER,62,2025-01-07,{}
LDSMFG_103419,BOT,NO_ANSWER,113,2025-01-03,{}
LDSMFG_185762,BOT,ANSWERED,113,2025-01-06,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_114352,BOT,ANSWERED,286,2025-01-09,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_106590,BOT,NO_ANSWER,11,2025-01-11,{}
LDSMFG_171065,BOT,NO_ANSWER,209,2025-01-29,{}
LDSMFG_155920,BOT,ANSWERED,271,2025-01-14,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_156598,BOT,ANSWERED,195,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_131495,BOT,NO_ANSWER,153,2025-01-19,{}
LDSMFG_129843,BOT,NO_ANSWER,42,2025-01-24,{}
LDSMFG_134767,BOT,ANSWERED,202,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_145866,BOT,NO_ANSWER,210,2025-01-08,{}
LDSMFG_166088,BOT,NO_ANSWER,244,2025-01-21,{}
LDSMFG_145142,BOT,ANSWERED,49,2025-01-29,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_102238,BOT,ANSWERED,143,2025-01-21,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_168167,BOT,ANSWERED,139,2025-01-08,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_158340,BOT,ANSWERED,23,2025-01-17,{}
LDSMFG_126406,BOT,NO_ANSWER,243,2025-01-20,{}
LDSMFG_155974,BOT,ANSWERED,51,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_174608,BOT,NO_ANSWER,110,2025-01-21,{}
LDSMFG_192860,BOT,NO_ANSWER,94,2025-01-19,{}
LDSMFG_174547,BOT,NO_ANSWER,94,2025-01-16,{}
LDSMFG_194411,BOT,NO_ANSWER,129,2025-01-17,{}
LDSMFG_159253,BOT,NO_ANSWER,17,2025-01-24,{}
LDSMFG_111649,BOT,NO_ANSWER,248,2025-01-20,{}
LDSMFG_124271,BOT,BUSY,148,2025-01-28,{}
LDSMFG_134409,BOT,ANSWERED,287,2025-01-13,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_130319,BOT,NO_ANSWER,232,2025-01-24,{}
LDSMFG_108916,BOT,NO_ANSWER,91,2025-01-15,{}
LDSMFG_136511,BOT,ANSWERED,132,2025-01-14,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_164416,BOT,NO_ANSWER,264,2025-01-16,{}
LDSMFG_149038,BOT,NO_ANSWER,291,2025-01-30,{}
LDSMFG_146735,BOT,ANSWERED,157,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_102101,BOT,NO_ANSWER,233,2025-01-10,{}
LDSMFG_139473,BOT,ANSWERED,274,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_189935,BOT,NO_ANSWER,17,2025-01-19,{}
LDSMFG_191192,BOT,NO_ANSWER,122,2025-01-16,{}
LDSMFG_195033,BOT,NO_ANSWER,173,2025-01-12,{}
LDSMFG_140684,BOT,ANSWERED,0,2025-01-10,{}
LDSMFG_192192,BOT,NO_ANSWER,18,2025-01-13,{}
LDSMFG_133069,BOT,ANSWERED,229,2025-01-03,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_133616,BOT,NO_ANSWER,46,2025-01-04,{}
LDSMFG_146043,BOT,NO_ANSWER,259,2025-01-30,{}
LDSMFG_145908,BOT,ANSWERED,187,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_145192,BOT,ANSWERED,191,2025-01-08,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_171241,BOT,NO_ANSWER,297,2025-01-29,{}
LDSMFG_149002,BOT,NO_ANSWER,220,2025-01-17,{}
LDSMFG_183687,BOT,NO_ANSWER,49,2025-01-25,{}
LDSMFG_106483,BOT,ANSWERED,61,2025-01-25,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_173562,BOT,NO_ANSWER,262,2025-01-11,{}
LDSMFG_186491,BOT,BUSY,59,2025-01-03,{}
LDSMFG_170362,BOT,NO_ANSWER,224,2025-01-19,{}
LDSMFG_146123,BOT,NO_ANSWER,26,2025-01-19,{}
LDSMFG_196630,BOT,BUSY,209,2025-01-15,{}
LDSMFG_149846,BOT,BUSY,30,2025-01-30,{}
LDSMFG_181945,BOT,NO_ANSWER,22,2025-01-11,{}
LDSMFG_112924,BOT,BUSY,287,2025-01-11,{}
LDSMFG_119202,BOT,NO_ANSWER,264,2025-01-07,{}
LDSMFG_105070,BOT,ANSWERED,170,2025-01-05,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_102143,BOT,NO_ANSWER,60,2025-01-27,{}
LDSMFG_187581,BOT,NO_ANSWER,248,2025-01-03,{}
LDSMFG_160676,BOT,NO_ANSWER,219,2025-01-16,{}
LDSMFG_167072,BOT,NO_ANSWER,248,2025-01-27,{}
LDSMFG_117290,BOT,ANSWERED,161,2025-01-05,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_147919,BOT,ANSWERED,257,2025-01-21,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_190847,BOT,NO_ANSWER,14,2025-01-30,{}
LDSMFG_143377,BOT,NO_ANSWER,299,2025-01-04,{}
LDSMFG_120684,BOT,BUSY,103,2025-01-20,{}
LDSMFG_189794,BOT,NO_ANSWER,15,2025-01-22,{}
LDSMFG_168311,BOT,NO_ANSWER,13,2025-01-21,{}
LDSMFG_139994,BOT,NO_ANSWER,204,2025-01-21,{}
LDSMFG_192846,BOT,NO_ANSWER,17,2025-01-13,{}
LDSMFG_173175,BOT,ANSWERED,100,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_197433,BOT,NO_ANSWER,205,2025-01-15,{}
LDSMFG_167649,BOT,BUSY,201,2025-01-22,{}
LDSMFG_169893,BOT,NO_ANSWER,133,2025-01-08,{}
LDSMFG_180517,BOT,BUSY,255,2025-01-26,{}
LDSMFG_105449,BOT,NO_ANSWER,61,2025-01-04,{}
LDSMFG_117488,BOT,ANSWERED,147,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_128432,BOT,ANSWERED,82,2025-01-26,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_101845,BOT,ANSWERED,81,2025-01-12,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_191974,BOT,BUSY,66,2025-01-26,{}
LDSMFG_121135,BOT,BUSY,288,2025-01-16,{}
LDSMFG_143771,BOT,NO_ANSWER,289,2025-01-17,{}
LDSMFG_154258,BOT,ANSWERED,162,2025-01-28,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_177009,BOT,ANSWERED,288,2025-01-27,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_190177,BOT,NO_ANSWER,30,2025-01-15,{}
LDSMFG_128968,BOT,NO_ANSWER,153,2025-01-19,{}
LDSMFG_170848,BOT,NO_ANSWER,135,2025-01-24,{}
LDSMFG_100700,BOT,ANSWERED,236,2025-01-13,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_128898,BOT,NO_ANSWER,237,2025-01-27,{}
LDSMFG_168989,BOT,NO_ANSWER,75,2025-01-17,{}
LDSMFG_109559,BOT,NO_ANSWER,245,2025-01-10,{}
LDSMFG_169208,BOT,ANSWERED,154,2025-01-05,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_137078,BOT,BUSY,267,2025-01-17,{}
LDSMFG_147761,BOT,NO_ANSWER,223,2025-01-25,{}
LDSMFG_135449,BOT,BUSY,127,2025-01-01,{}
LDSMFG_169656,BOT,NO_ANSWER,74,2025-01-23,{}
LDSMFG_110233,BOT,NO_ANSWER,72,2025-01-10,{}
LDSMFG_158945,BOT,NO_ANSWER,128,2025-01-07,{}
LDSMFG_168845,BOT,NO_ANSWER,151,2025-01-28,{}
LDSMFG_131934,BOT,NO_ANSWER,299,2025-01-12,{}
LDSMFG_175987,BOT,NO_ANSWER,212,2025-01-08,{}
LDSMFG_163644,BOT,NO_ANSWER,10,2025-01-03,{}
LDSMFG_146827,BOT,ANSWERED,86,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_161770,BOT,BUSY,209,2025-01-25,{}
LDSMFG_104622,BOT,NO_ANSWER,225,2025-01-23,{}
LDSMFG_184767,BOT,NO_ANSWER,7,2025-01-03,{}
LDSMFG_100399,BOT,NO_ANSWER,185,2025-01-17,{}
LDSMFG_112637,BOT,ANSWERED,73,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_167885,BOT,NO_ANSWER,274,2025-01-06,{}
LDSMFG_171082,BOT,NO_ANSWER,27,2025-01-10,{}
LDSMFG_166309,BOT,NO_ANSWER,263,2025-01-11,{}
LDSMFG_150240,BOT,NO_ANSWER,199,2025-01-01,{}
LDSMFG_156169,BOT,NO_ANSWER,66,2025-01-04,{}
LDSMFG_179077,BOT,NO_ANSWER,85,2025-01-10,{}
LDSMFG_198305,BOT,NO_ANSWER,46,2025-01-10,{}
LDSMFG_148841,BOT,NO_ANSWER,230,2025-01-28,{}
LDSMFG_111590,BOT,NO_ANSWER,183,2025-01-12,{}
LDSMFG_163130,BOT,NO_ANSWER,172,2025-01-04,{}
LDSMFG_149313,BOT,NO_ANSWER,279,2025-01-16,{}
LDSMFG_143459,BOT,BUSY,296,2025-01-03,{}
LDSMFG_132819,BOT,ANSWERED,42,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_115579,BOT,ANSWERED,218,2025-01-04,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_199309,BOT,NO_ANSWER,87,2025-01-15,{}
LDSMFG_175783,BOT,BUSY,46,2025-01-24,{}
LDSMFG_181648,BOT,ANSWERED,42,2025-01-01,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_167873,BOT,NO_ANSWER,104,2025-01-15,{}
LDSMFG_109940,BOT,BUSY,272,2025-01-25,{}
LDSMFG_184814,BOT,NO_ANSWER,84,2025-01-25,{}
LDSMFG_167865,BOT,NO_ANSWER,196,2025-01-12,{}
LDSMFG_185025,BOT,NO_ANSWER,30,2025-01-02,{}
LDSMFG_189722,BOT,NO_ANSWER,88,2025-01-26,{}
LDSMFG_149335,BOT,NO_ANSWER,230,2025-01-12,{}
LDSMFG_179261,BOT,NO_ANSWER,71,2025-01-19,{}
LDSMFG_199391,BOT,ANSWERED,196,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_180434,BOT,NO_ANSWER,169,2025-01-11,{}
LDSMFG_140840,BOT,NO_ANSWER,48,2025-01-18,{}
LDSMFG_151373,BOT,NO_ANSWER,227,2025-01-02,{}
LDSMFG_105817,BOT,NO_ANSWER,149,2025-01-02,{}
LDSMFG_144881,BOT,NO_ANSWER,66,2025-01-28,{}
LDSMFG_195658,BOT,NO_ANSWER,109,2025-01-24,{}
LDSMFG_187756,BOT,NO_ANSWER,197,2025-01-13,{}
LDSMFG_194469,BOT,ANSWERED,56,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_119759,BOT,NO_ANSWER,95,2025-01-12,{}
LDSMFG_196319,BOT,NO_ANSWER,55,2025-01-24,{}
LDSMFG_164084,BOT,ANSWERED,188,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_187787,BOT,NO_ANSWER,185,2025-01-15,{}
LDSMFG_131155,BOT,NO_ANSWER,41,2025-01-26,{}
LDSMFG_156267,BOT,ANSWERED,294,2025-01-26,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_175076,BOT,ANSWERED,297,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_110466,BOT,NO_ANSWER,104,2025-01-23,{}
LDSMFG_149081,BOT,NO_ANSWER,147,2025-01-02,{}
LDSMFG_191927,BOT,NO_ANSWER,6,2025-01-07,{}
LDSMFG_154767,BOT,NO_ANSWER,205,2025-01-05,{}
LDSMFG_184256,BOT,NO_ANSWER,258,2025-01-23,{}
LDSMFG_171668,BOT,NO_ANSWER,164,2025-01-27,{}
LDSMFG_180896,BOT,NO_ANSWER,299,2025-01-22,{}
LDSMFG_167722,BOT,ANSWERED,78,2025-01-05,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_143539,BOT,ANSWERED,8,2025-01-07,{}
LDSMFG_185830,BOT,NO_ANSWER,286,2025-01-15,{}
LDSMFG_161600,BOT,ANSWERED,102,2025-01-06,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_130799,BOT,NO_ANSWER,71,2025-01-25,{}
LDSMFG_187419,BOT,NO_ANSWER,61,2025-01-18,{}
LDSMFG_180307,BOT,ANSWERED,12,2025-01-08,{}
LDSMFG_141406,BOT,NO_ANSWER,161,2025-01-01,{}
LDSMFG_191191,BOT,ANSWERED,47,2025-01-18,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_163510,BOT,BUSY,280,2025-01-16,{}
LDSMFG_172105,BOT,NO_ANSWER,211,2025-01-14,{}
LDSMFG_125569,BOT,NO_ANSWER,46,2025-01-15,{}
LDSMFG_126404,BOT,NO_ANSWER,219,2025-01-17,{}
LDSMFG_106847,BOT,ANSWERED,86,2025-01-26,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_100019,BOT,NO_ANSWER,92,2025-01-24,{}
LDSMFG_152565,BOT,NO_ANSWER,233,2025-01-11,{}
LDSMFG_192025,BOT,NO_ANSWER,89,2025-01-02,{}
LDSMFG_156323,BOT,ANSWERED,225,2025-01-03,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_148287,BOT,NO_ANSWER,35,2025-01-16,{}
LDSMFG_153609,BOT,BUSY,153,2025-01-06,{}
LDSMFG_185346,BOT,ANSWERED,99,2025-01-09,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_153191,BOT,NO_ANSWER,236,2025-01-20,{}
LDSMFG_107013,BOT,ANSWERED,51,2025-01-23,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_162830,BOT,ANSWERED,124,2025-01-03,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_135779,BOT,NO_ANSWER,233,2025-01-25,{}
LDSMFG_165247,BOT,NO_ANSWER,164,2025-01-20,{}
LDSMFG_169076,BOT,NO_ANSWER,50,2025-01-30,{}
LDSMFG_131734,BOT,NO_ANSWER,286,2025-01-06,{}
LDSMFG_141318,BOT,NO_ANSWER,79,2025-01-17,{}
LDSMFG_169055,BOT,NO_ANSWER,137,2025-01-13,{}
LDSMFG_193377,BOT,ANSWERED,215,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_135611,BOT,NO_ANSWER,141,2025-01-20,{}
LDSMFG_164482,BOT,NO_ANSWER,198,2025-01-04,{}
LDSMFG_110902,BOT,ANSWERED,26,2025-01-27,{}
LDSMFG_183370,BOT,NO_ANSWER,190,2025-01-13,{}
LDSMFG_145215,BOT,NO_ANSWER,182,2025-01-17,{}
LDSMFG_145787,BOT,NO_ANSWER,285,2025-01-29,{}
LDSMFG_154252,BOT,NO_ANSWER,38,2025-01-13,{}
LDSMFG_150543,BOT,NO_ANSWER,272,2025-01-10,{}
LDSMFG_164192,BOT,NO_ANSWER,174,2025-01-03,{}
LDSMFG_133653,BOT,ANSWERED,289,2025-01-01,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_122448,BOT,NO_ANSWER,179,2025-01-02,{}
LDSMFG_131158,BOT,ANSWERED,288,2025-01-06,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_133046,BOT,ANSWERED,77,2025-01-25,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_130864,BOT,NO_ANSWER,2,2025-01-23,{}
LDSMFG_150318,BOT,BUSY,282,2025-01-13,{}
LDSMFG_131238,BOT,NO_ANSWER,253,2025-01-15,{}
LDSMFG_165261,BOT,NO_ANSWER,4,2025-01-21,{}
LDSMFG_140017,BOT,ANSWERED,283,2025-01-19,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_108299,BOT,NO_ANSWER,50,2025-01-04,{}
LDSMFG_198847,BOT,NO_ANSWER,25,2025-01-20,{}
LDSMFG_106154,BOT,ANSWERED,247,2025-01-21,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_126378,BOT,NO_ANSWER,164,2025-01-17,{}
LDSMFG_189863,BOT,ANSWERED,32,2025-01-13,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_194449,BOT,ANSWERED,173,2025-01-06,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_169062,BOT,NO_ANSWER,218,2025-01-18,{}
LDSMFG_177810,BOT,NO_ANSWER,210,2025-01-13,{}
LDSMFG_197810,BOT,NO_ANSWER,269,2025-01-28,{}
LDSMFG_149294,BOT,NO_ANSWER,237,2025-01-24,{}
LDSMFG_115843,BOT,ANSWERED,124,2025-01-21,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_165797,BOT,ANSWERED,25,2025-01-07,{}
LDSMFG_135631,BOT,NO_ANSWER,144,2025-01-09,{}
LDSMFG_166917,BOT,NO_ANSWER,82,2025-01-27,{}
LDSMFG_170979,BOT,NO_ANSWER,296,2025-01-11,{}
LDSMFG_159320,BOT,NO_ANSWER,105,2025-01-22,{}
LDSMFG_101682,BOT,NO_ANSWER,286,2025-01-18,{}
LDSMFG_197302,BOT,ANSWERED,66,2025-01-30,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_123271,BOT,ANSWERED,170,2025-01-27,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_106203,BOT,NO_ANSWER,243,2025-01-28,{}
LDSMFG_160985,BOT,ANSWERED,127,2025-01-22,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_188584,BOT,NO_ANSWER,12,2025-01-24,{}
LDSMFG_113925,BOT,BUSY,29,2025-01-14,{}
LDSMFG_155542,BOT,ANSWERED,3,2025-01-20,{}
LDSMFG_167569,BOT,NO_ANSWER,49,2025-01-17,{}
LDSMFG_120392,BOT,NO_ANSWER,195,2025-01-04,{}
LDSMFG_132474,BOT,BUSY,218,2025-01-28,{}
LDSMFG_126800,BOT,NO_ANSWER,298,2025-01-30,{}
LDSMFG_125084,BOT,ANSWERED,7,2025-01-02,{}
LDSMFG_199563,BOT,NO_ANSWER,275,2025-01-03,{}
LDSMFG_137556,BOT,NO_ANSWER,136,2025-01-16,{}
LDSMFG_128217,BOT,BUSY,169,2025-01-11,{}
LDSMFG_196121,BOT,ANSWERED,68,2025-01-06,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_172843,BOT,NO_ANSWER,223,2025-01-01,{}
LDSMFG_105880,BOT,NO_ANSWER,6,2025-01-05,{}
LDSMFG_176322,BOT,BUSY,218,2025-01-27,{}
LDSMFG_179950,BOT,ANSWERED,119,2025-01-23,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_156965,BOT,NO_ANSWER,174,2025-01-02,{}
LDSMFG_190406,BOT,NO_ANSWER,240,2025-01-10,{}
LDSMFG_154600,BOT,NO_ANSWER,249,2025-01-29,{}
LDSMFG_157700,BOT,NO_ANSWER,76,2025-01-26,{}
LDSMFG_180837,BOT,ANSWERED,159,2025-01-21,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_189996,BOT,BUSY,162,2025-01-11,{}
LDSMFG_107080,BOT,NO_ANSWER,268,2025-01-29,{}
LDSMFG_121047,BOT,NO_ANSWER,130,2025-01-20,{}
LDSMFG_104084,BOT,BUSY,259,2025-01-20,{}
LDSMFG_102689,BOT,NO_ANSWER,249,2025-01-23,{}
LDSMFG_184558,BOT,NO_ANSWER,137,2025-01-05,{}
LDSMFG_104884,BOT,BUSY,136,2025-01-13,{}
LDSMFG_142486,BOT,NO_ANSWER,167,2025-01-12,{}
LDSMFG_172861,BOT,NO_ANSWER,182,2025-01-25,{}
LDSMFG_149599,BOT,ANSWERED,240,2025-01-26,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_138180,BOT,NO_ANSWER,148,2025-01-02,{}
LDSMFG_154102,BOT,NO_ANSWER,55,2025-01-15,{}
LDSMFG_116861,BOT,ANSWERED,10,2025-01-04,{}
LDSMFG_109524,BOT,ANSWERED,6,2025-01-15,{}
LDSMFG_156857,BOT,NO_ANSWER,8,2025-01-13,{}
LDSMFG_195349,BOT,NO_ANSWER,143,2025-01-30,{}
LDSMFG_162487,BOT,ANSWERED,112,2025-01-06,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_134344,BOT,NO_ANSWER,280,2025-01-16,{}
LDSMFG_173145,BOT,NO_ANSWER,71,2025-01-15,{}
LDSMFG_116921,BOT,NO_ANSWER,252,2025-01-18,{}
LDSMFG_192966,BOT,NO_ANSWER,232,2025-01-15,{}
LDSMFG_171074,BOT,NO_ANSWER,105,2025-01-24,{}
LDSMFG_120401,BOT,NO_ANSWER,149,2025-01-16,{}
LDSMFG_173555,BOT,NO_ANSWER,3,2025-01-07,{}
LDSMFG_131621,BOT,ANSWERED,153,2025-01-13,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_196577,BOT,NO_ANSWER,202,2025-01-12,{}
LDSMFG_130397,BOT,NO_ANSWER,179,2025-01-11,{}
LDSMFG_160998,BOT,NO_ANSWER,205,2025-01-17,{}
LDSMFG_136403,BOT,NO_ANSWER,213,2025-01-13,{}
LDSMFG_123774,BOT,NO_ANSWER,282,2025-01-09,{}
LDSMFG_122223,BOT,NO_ANSWER,73,2025-01-20,{}
LDSMFG_115274,BOT,ANSWERED,150,2025-01-11,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_111074,BOT,ANSWERED,137,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_162542,BOT,NO_ANSWER,48,2025-01-10,{}
LDSMFG_121498,BOT,NO_ANSWER,186,2025-01-17,{}
LDSMFG_137030,BOT,BUSY,216,2025-01-07,{}
LDSMFG_159004,BOT,ANSWERED,284,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_143101,BOT,NO_ANSWER,230,2025-01-29,{}
LDSMFG_151670,BOT,BUSY,180,2025-01-09,{}
LDSMFG_158398,BOT,NO_ANSWER,204,2025-01-30,{}
LDSMFG_123289,BOT,ANSWERED,243,2025-01-27,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_170625,BOT,NO_ANSWER,283,2025-01-09,{}
LDSMFG_152956,BOT,NO_ANSWER,156,2025-01-30,{}
LDSMFG_156319,BOT,ANSWERED,44,2025-01-29,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_198925,BOT,NO_ANSWER,295,2025-01-07,{}
LDSMFG_199269,BOT,NO_ANSWER,55,2025-01-30,{}
LDSMFG_184202,BOT,NO_ANSWER,92,2025-01-04,{}
LDSMFG_111503,BOT,NO_ANSWER,174,2025-01-29,{}
LDSMFG_110711,BOT,BUSY,39,2025-01-08,{}
LDSMFG_142940,BOT,NO_ANSWER,49,2025-01-25,{}
LDSMFG_132757,BOT,NO_ANSWER,43,2025-01-29,{}
LDSMFG_121884,BOT,ANSWERED,260,2025-01-28,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_156258,BOT,NO_ANSWER,12,2025-01-20,{}
LDSMFG_159556,BOT,NO_ANSWER,11,2025-01-10,{}
LDSMFG_196095,BOT,NO_ANSWER,153,2025-01-07,{}
LDSMFG_121306,BOT,ANSWERED,268,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_129936,BOT,NO_ANSWER,91,2025-01-01,{}
LDSMFG_100512,BOT,NO_ANSWER,37,2025-01-02,{}
LDSMFG_151098,BOT,ANSWERED,32,2025-01-18,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_125023,BOT,ANSWERED,282,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_199916,BOT,NO_ANSWER,88,2025-01-11,{}
LDSMFG_100355,BOT,BUSY,141,2025-01-07,{}
LDSMFG_195693,BOT,NO_ANSWER,192,2025-01-03,{}
LDSMFG_173974,BOT,BUSY,148,2025-01-26,{}
LDSMFG_174678,BOT,ANSWERED,177,2025-01-23,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_182783,BOT,NO_ANSWER,161,2025-01-08,{}
LDSMFG_148721,BOT,NO_ANSWER,178,2025-01-05,{}
LDSMFG_187309,BOT,NO_ANSWER,291,2025-01-28,{}
LDSMFG_166981,BOT,ANSWERED,276,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_161767,BOT,NO_ANSWER,164,2025-01-28,{}
LDSMFG_105518,BOT,NO_ANSWER,188,2025-01-16,{}
LDSMFG_177409,BOT,NO_ANSWER,254,2025-01-27,{}
LDSMFG_193042,BOT,NO_ANSWER,207,2025-01-23,{}
LDSMFG_123765,BOT,NO_ANSWER,24,2025-01-21,{}
LDSMFG_189713,BOT,NO_ANSWER,88,2025-01-05,{}
LDSMFG_167027,BOT,NO_ANSWER,211,2025-01-09,{}
LDSMFG_174585,BOT,NO_ANSWER,11,2025-01-11,{}
LDSMFG_106687,BOT,ANSWERED,64,2025-01-28,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_117138,BOT,ANSWERED,95,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_145828,BOT,ANSWERED,258,2025-01-28,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_198163,BOT,ANSWERED,161,2025-01-13,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_195178,BOT,BUSY,278,2025-01-12,{}
LDSMFG_175239,BOT,ANSWERED,96,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_113199,BOT,NO_ANSWER,117,2025-01-26,{}
LDSMFG_131726,BOT,ANSWERED,197,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_144219,BOT,NO_ANSWER,84,2025-01-14,{}
LDSMFG_148388,BOT,ANSWERED,248,2025-01-08,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_199064,BOT,ANSWERED,289,2025-01-29,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_167941,BOT,ANSWERED,16,2025-01-30,{}
LDSMFG_182648,BOT,ANSWERED,254,2025-01-21,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_120204,BOT,ANSWERED,115,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
